Date: 15-08-25
Time: 14:56:08 PM

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .0000
First vertex potential (V) = .5000
Second vertex potential (V) = -.3000
Step potential (V) = .00500
Scan rate (V/s) = .39987
Equilibration time (s) = 
Number of Data Points =  320 

 Potential	  Scan 1   
 0.002145	-3.771973E-06
 0.009714	5.990601E-06
 0.014700	6.912231E-06
 0.019699	7.723999E-06
 0.024689	8.557129E-06
 0.029684	9.423828E-06
 0.034674	1.044922E-05
 0.039667	1.161499E-05
 0.044659	1.296082E-05
 0.049652	1.455688E-05
 0.054688	1.640625E-05
 0.059662	1.859131E-05
 0.064667	2.118530E-05
 0.069672	2.416382E-05
 0.074646	2.770691E-05
 0.079651	3.182373E-05
 0.084625	3.663940E-05
 0.089630	4.219666E-05
 0.094604	4.862976E-05
 0.099609	5.590820E-05
 0.104614	6.417847E-05
 0.109589	7.351685E-05
 0.114594	8.389282E-05
 0.119568	9.533691E-05
 0.124573	1.079102E-04
 0.129578	1.214905E-04
 0.134552	1.359253E-04
 0.139557	1.513977E-04
 0.144531	1.675110E-04
 0.149506	1.842651E-04
 0.154510	2.014465E-04
 0.159515	2.187195E-04
 0.164490	2.360535E-04
 0.169495	2.530212E-04
 0.174469	2.695923E-04
 0.179474	2.852478E-04
 0.184448	2.998657E-04
 0.189453	3.131714E-04
 0.194427	3.249207E-04
 0.199432	3.346863E-04
 0.204407	3.422241E-04
 0.209412	3.475342E-04
 0.214386	3.504333E-04
 0.219391	3.510437E-04
 0.224396	3.493347E-04
 0.229370	3.455505E-04
 0.234375	3.399048E-04
 0.239349	3.328247E-04
 0.244324	3.246765E-04
 0.249329	3.156738E-04
 0.254333	3.063354E-04
 0.259308	2.968445E-04
 0.264313	2.874756E-04
 0.269287	2.783813E-04
 0.274292	2.696838E-04
 0.279297	2.614136E-04
 0.284271	2.536011E-04
 0.289246	2.462463E-04
 0.294250	2.393188E-04
 0.299225	2.329102E-04
 0.304230	2.268982E-04
 0.309235	2.212830E-04
 0.314209	2.160339E-04
 0.319214	2.110901E-04
 0.324188	2.064514E-04
 0.329193	2.021179E-04
 0.334167	1.980286E-04
 0.339172	1.941833E-04
 0.344147	1.905212E-04
 0.349152	1.870728E-04
 0.354126	1.837769E-04
 0.359131	1.806641E-04
 0.364105	1.777039E-04
 0.369110	1.748962E-04
 0.374084	1.722717E-04
 0.379089	1.696167E-04
 0.384064	1.671143E-04
 0.389069	1.647034E-04
 0.394043	1.624146E-04
 0.399048	1.601868E-04
 0.404022	1.579895E-04
 0.409027	1.558533E-04
 0.414001	1.538086E-04
 0.419006	1.517944E-04
 0.423981	1.498413E-04
 0.428986	1.479492E-04
 0.433960	1.460571E-04
 0.438965	1.442261E-04
 0.443970	1.423645E-04
 0.448944	1.405945E-04
 0.453918	1.388245E-04
 0.458923	1.370544E-04
 0.463898	1.353455E-04
 0.468903	1.336365E-04
 0.473907	1.319885E-04
 0.478882	1.303101E-04
 0.483887	1.286621E-04
 0.488861	1.270447E-04
 0.493835	1.254578E-04
 0.498840	1.239014E-04
 0.500488	1.154480E-04
 0.495056	1.048279E-04
 0.490051	1.002502E-04
 0.485046	9.686279E-05
 0.480042	9.402466E-05
 0.475067	9.158325E-05
 0.470032	8.935547E-05
 0.465027	8.728027E-05
 0.460052	8.535767E-05
 0.455017	8.352661E-05
 0.450043	8.178711E-05
 0.445007	8.007813E-05
 0.440002	7.843018E-05
 0.434998	7.681274E-05
 0.429993	7.522583E-05
 0.424988	7.369995E-05
 0.420013	7.214355E-05
 0.414978	7.064819E-05
 0.409973	6.915283E-05
 0.404968	6.762695E-05
 0.399963	6.613159E-05
 0.394989	6.460571E-05
 0.389984	6.307983E-05
 0.384979	6.152344E-05
 0.379974	5.999756E-05
 0.374969	5.841064E-05
 0.369965	5.682373E-05
 0.364960	5.517578E-05
 0.359955	5.352783E-05
 0.354950	5.181885E-05
 0.349945	5.007935E-05
 0.344940	4.834900E-05
 0.339935	4.651489E-05
 0.334930	4.462280E-05
 0.329926	4.268188E-05
 0.324921	4.064026E-05
 0.319916	3.852539E-05
 0.314911	3.509521E-05
 0.309906	3.387451E-05
 0.304901	3.145752E-05
 0.299896	2.893677E-05
 0.294891	2.624207E-05
 0.289886	2.347412E-05
 0.284882	2.045593E-05
 0.279877	1.719971E-05
 0.274872	1.376343E-05
 0.269867	1.000366E-05
 0.264893	5.938721E-06
 0.259888	1.569214E-06
 0.254883	-3.212280E-06
 0.249878	-8.450317E-06
 0.244873	-1.419983E-05
 0.239868	-2.051392E-05
 0.234863	-2.742004E-05
 0.229858	-3.504639E-05
 0.224854	-4.336243E-05
 0.219849	-5.252075E-05
 0.214844	-6.243896E-05
 0.209839	-7.305908E-05
 0.204834	-8.462524E-05
 0.199829	-9.695435E-05
 0.194855	-1.100159E-04
 0.189850	-1.239014E-04
 0.184814	-1.380920E-04
 0.179840	-1.529541E-04
 0.174835	-1.680603E-04
 0.169830	-1.831665E-04
 0.164825	-1.982422E-04
 0.159821	-2.129211E-04
 0.154816	-2.270203E-04
 0.149811	-2.402954E-04
 0.144806	-2.522583E-04
 0.139832	-2.629395E-04
 0.134796	-2.719421E-04
 0.129822	-2.789917E-04
 0.124817	-2.839966E-04
 0.119781	-2.867737E-04
 0.114807	-2.873230E-04
 0.109802	-2.856445E-04
 0.104797	-2.817993E-04
 0.099792	-2.758179E-04
 0.094788	-2.681580E-04
 0.089813	-2.592773E-04
 0.084778	-2.498169E-04
 0.079803	-2.401733E-04
 0.074799	-2.304688E-04
 0.069794	-2.211609E-04
 0.064789	-2.122498E-04
 0.059753	-2.038574E-04
 0.054779	-1.959534E-04
 0.049774	-1.885986E-04
 0.044748	-1.818237E-04
 0.039740	-1.754456E-04
 0.034741	-1.695251E-04
 0.029736	-1.641235E-04
 0.024731	-1.590576E-04
 0.019727	-1.543274E-04
 0.014725	-1.499939E-04
 0.009717	-1.458435E-04
 0.004718	-1.420288E-04
 -0.000287	-1.384583E-04
 -0.005283	-1.349792E-04
 -0.010297	-1.319580E-04
 -0.015302	-1.289978E-04
 -0.020303	-1.262512E-04
