Date: 15-08-25
Time: 14:03:02 PM

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .0000
First vertex potential (V) = .5000
Second vertex potential (V) = -.3000
Step potential (V) = .00500
Scan rate (V/s) = .05000
Equilibration time (s) = 
Number of Data Points =  321 

 Potential	  Scan 1   
 0.001733	-1.025696E-05
 0.008688	-9.115601E-06
 0.013651	-8.859253E-06
 0.018607	-8.609009E-06
 0.023566	-8.370972E-06
 0.028525	-8.023071E-06
 0.033484	-7.617188E-06
 0.038440	-7.217407E-06
 0.043396	-6.726074E-06
 0.048355	-6.155396E-06
 0.053314	-5.484009E-06
 0.058289	-4.702454E-06
 0.063232	-3.777161E-06
 0.068207	-2.674866E-06
 0.073151	-1.427002E-06
 0.078125	5.462646E-08
 0.083069	1.760864E-06
 0.088013	3.807983E-06
 0.092987	6.042480E-06
 0.097931	8.547974E-06
 0.102875	1.149902E-05
 0.107849	1.470947E-05
 0.112793	1.827087E-05
 0.117767	2.214966E-05
 0.122711	2.637634E-05
 0.127686	3.090820E-05
 0.132629	3.560181E-05
 0.137604	4.065247E-05
 0.142548	4.588623E-05
 0.147491	5.123901E-05
 0.152466	5.664063E-05
 0.157410	6.207275E-05
 0.162354	6.744385E-05
 0.167328	7.257080E-05
 0.172272	7.742310E-05
 0.177216	8.193970E-05
 0.182159	8.602905E-05
 0.187134	8.953857E-05
 0.192108	9.237671E-05
 0.197052	9.451294E-05
 0.201996	9.585571E-05
 0.206970	9.646606E-05
 0.211914	9.625244E-05
 0.216858	9.530640E-05
 0.221802	9.371948E-05
 0.226776	9.161377E-05
 0.231720	8.908081E-05
 0.236664	8.630371E-05
 0.241638	8.334351E-05
 0.246582	8.032227E-05
 0.251526	7.736206E-05
 0.256500	7.446289E-05
 0.261444	7.171631E-05
 0.266388	6.912231E-05
 0.271362	6.668091E-05
 0.276306	6.436157E-05
 0.281250	6.225586E-05
 0.286194	6.027222E-05
 0.291168	5.841064E-05
 0.296112	5.670166E-05
 0.301056	5.511475E-05
 0.306000	5.361938E-05
 0.310974	5.221558E-05
 0.315918	5.093384E-05
 0.320892	4.971313E-05
 0.325836	4.860535E-05
 0.330780	4.754333E-05
 0.335754	4.652710E-05
 0.340698	4.558716E-05
 0.345642	4.468384E-05
 0.350616	4.383240E-05
 0.355560	4.304199E-05
 0.360504	4.227295E-05
 0.365479	4.154663E-05
 0.370422	4.083862E-05
 0.375366	4.018860E-05
 0.380341	3.954773E-05
 0.385284	3.894043E-05
 0.390228	3.835754E-05
 0.395203	3.779602E-05
 0.400146	3.725891E-05
 0.405090	3.673706E-05
 0.410065	3.623352E-05
 0.415009	3.575134E-05
 0.419952	3.527527E-05
 0.424896	3.482361E-05
 0.429871	3.437805E-05
 0.434814	3.394470E-05
 0.439758	3.351746E-05
 0.444733	3.311157E-05
 0.449677	3.270569E-05
 0.454620	3.231506E-05
 0.459595	3.192139E-05
 0.464539	3.154602E-05
 0.469482	3.117371E-05
 0.474457	3.081055E-05
 0.479401	3.044739E-05
 0.484344	3.009338E-05
 0.489288	2.974548E-05
 0.494263	2.939758E-05
 0.499207	2.905273E-05
 0.500793	2.663269E-05
 0.495453	2.423096E-05
 0.490417	2.319031E-05
 0.485382	2.243042E-05
 0.480347	2.179871E-05
 0.475311	2.125854E-05
 0.470276	2.075500E-05
 0.465240	2.030029E-05
 0.460205	1.987610E-05
 0.455170	1.947632E-05
 0.450134	1.909485E-05
 0.445099	1.872864E-05
 0.440063	1.837769E-05
 0.434998	1.804199E-05
 0.429962	1.771545E-05
 0.424927	1.739807E-05
 0.419922	1.708679E-05
 0.414856	1.678467E-05
 0.409821	1.645813E-05
 0.404785	1.617737E-05
 0.399750	1.590576E-05
 0.394745	1.563110E-05
 0.389709	1.535645E-05
 0.384674	1.510010E-05
 0.379639	1.488342E-05
 0.374573	1.459045E-05
 0.369537	1.430054E-05
 0.364532	1.402893E-05
 0.359497	1.375732E-05
 0.354462	1.347351E-05
