Date: 15-08-25
Time: 14:35:13 PM

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .0000
First vertex potential (V) = .5000
Second vertex potential (V) = -.3000
Step potential (V) = .00500
Scan rate (V/s) = .50000
Equilibration time (s) = 
Number of Data Points =  320 

 Potential	  Scan 1   
 0.002148	-6.152344E-06
 0.009720	1.019287E-05
 0.014716	1.183777E-05
 0.019714	1.309509E-05
 0.024707	1.434021E-05
 0.029700	1.580200E-05
 0.034695	1.734924E-05
 0.039688	1.923828E-05
 0.044684	2.139587E-05
 0.049683	2.388306E-05
 0.054718	2.672119E-05
 0.059692	3.010254E-05
 0.064697	3.397217E-05
 0.069672	3.843994E-05
 0.074677	4.357910E-05
 0.079651	4.940796E-05
 0.084656	5.603027E-05
 0.089661	6.347656E-05
 0.094635	7.183838E-05
 0.099640	8.102417E-05
 0.104645	9.115601E-05
 0.109619	1.022339E-04
 0.114624	1.140747E-04
 0.119598	1.267395E-04
 0.124603	1.402588E-04
 0.129578	1.545105E-04
 0.134583	1.694336E-04
 0.139587	1.848755E-04
 0.144562	2.008057E-04
 0.149536	2.171021E-04
 0.154541	2.335815E-04
 0.159546	2.502136E-04
 0.164520	2.667236E-04
 0.169525	2.832031E-04
 0.174500	2.992859E-04
 0.179504	3.148499E-04
 0.184509	3.296204E-04
 0.189484	3.439636E-04
 0.194489	3.569641E-04
 0.199463	3.686523E-04
 0.204468	3.789063E-04
 0.209442	3.875122E-04
 0.214447	3.941956E-04
 0.219421	3.988953E-04
 0.224426	4.013977E-04
 0.229401	4.016113E-04
 0.234406	3.995972E-04
 0.239380	3.953857E-04
 0.244385	3.891907E-04
 0.249390	3.812256E-04
 0.254364	3.720398E-04
 0.259369	3.617859E-04
 0.264343	3.510742E-04
 0.269348	3.402405E-04
 0.274323	3.294678E-04
 0.279327	3.190918E-04
 0.284302	3.092346E-04
 0.289307	2.998962E-04
 0.294312	2.911682E-04
 0.299286	2.830200E-04
 0.304291	2.754517E-04
 0.309265	2.684021E-04
 0.314270	2.618713E-04
 0.319275	2.557678E-04
 0.324249	2.500305E-04
 0.329224	2.447205E-04
 0.334229	2.397461E-04
 0.339203	2.350464E-04
 0.344208	2.306519E-04
 0.349213	2.264404E-04
 0.354187	2.225037E-04
 0.359192	2.187805E-04
 0.364197	2.152405E-04
 0.369171	2.118530E-04
 0.374146	2.086182E-04
 0.379150	2.055664E-04
 0.384125	2.026062E-04
 0.389130	1.997681E-04
 0.394135	1.970520E-04
 0.399109	1.944275E-04
 0.404114	1.919250E-04
 0.409088	1.894226E-04
 0.414093	1.870728E-04
 0.419067	1.846924E-04
 0.424072	1.824646E-04
 0.429047	1.802368E-04
 0.434052	1.781006E-04
 0.439026	1.759338E-04
 0.444031	1.738281E-04
 0.449036	1.717529E-04
 0.454010	1.697083E-04
 0.459015	1.676941E-04
 0.463989	1.656799E-04
 0.468994	1.636963E-04
 0.473969	1.617432E-04
 0.478973	1.597900E-04
 0.483948	1.578369E-04
 0.488953	1.559448E-04
 0.493927	1.540527E-04
 0.498932	1.521912E-04
 0.500488	1.432800E-04
 0.495148	1.278992E-04
 0.490143	1.213684E-04
 0.485138	1.166687E-04
 0.480133	1.128540E-04
 0.475128	1.095581E-04
 0.470123	1.066284E-04
 0.465149	1.039124E-04
 0.460144	1.014404E-04
 0.455139	9.906006E-05
 0.450134	9.683228E-05
 0.445129	9.469604E-05
 0.440125	9.262085E-05
 0.435120	9.063721E-05
 0.430115	8.868408E-05
 0.425110	8.676147E-05
 0.420105	8.489990E-05
 0.415100	8.303833E-05
 0.410095	8.120728E-05
 0.405090	7.937622E-05
 0.400085	7.760620E-05
 0.395081	7.580566E-05
 0.390106	7.403564E-05
 0.385101	7.220459E-05
 0.380096	7.040405E-05
 0.375092	6.860352E-05
 0.370087	6.680298E-05
 0.365082	6.500244E-05
 0.360077	6.317139E-05
 0.355072	6.130981E-05
 0.350098	5.944824E-05
 0.345093	5.752563E-05
 0.340088	5.560303E-05
 0.335083	5.364990E-05
 0.330078	5.166626E-05
 0.325073	4.965210E-05
 0.320068	4.762573E-05
 0.315063	4.547424E-05
 0.310059	4.329224E-05
 0.305054	4.098511E-05
 0.300079	3.862610E-05
 0.295074	3.421326E-05
 0.290070	3.328857E-05
 0.285065	3.061829E-05
 0.280060	2.771301E-05
 0.275055	2.465820E-05
 0.270050	2.135620E-05
 0.265076	1.779785E-05
 0.260071	1.397400E-05
 0.255066	9.841919E-06
 0.250061	5.337524E-06
 0.245056	4.403687E-07
 0.240051	-4.901123E-06
 0.235046	-1.072083E-05
 0.230042	-1.711426E-05
 0.225067	-2.408142E-05
 0.220062	-3.165283E-05
 0.215057	-3.988342E-05
 0.210052	-4.882813E-05
 0.205048	-5.850220E-05
 0.200043	-6.887817E-05
 0.195068	-7.992554E-05
 0.190063	-9.167480E-05
 0.185059	-1.041565E-04
 0.180054	-1.172180E-04
 0.175049	-1.307983E-04
 0.170044	-1.449280E-04
 0.165039	-1.594238E-04
 0.160065	-1.742859E-04
 0.155060	-1.892700E-04
 0.150055	-2.043762E-04
 0.145050	-2.194214E-04
 0.140045	-2.341919E-04
 0.135040	-2.485352E-04
