Date: 15-08-25
Time: 14:25:56 PM

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .0000
First vertex potential (V) = .5000
Second vertex potential (V) = -.3000
Step potential (V) = .00500
Scan rate (V/s) = .05000
Equilibration time (s) = 
Number of Data Points =  320 

 Potential	  Scan 1   
 0.001733	-1.291504E-05
 0.008688	-1.209106E-05
 0.013644	-1.186523E-05
 0.018600	-1.163330E-05
 0.023550	-1.138306E-05
 0.028513	-1.111145E-05
 0.033466	-1.080017E-05
 0.038425	-1.045532E-05
 0.043381	-1.004639E-05
 0.048337	-9.585571E-06
 0.053314	-9.045410E-06
 0.058258	-8.413696E-06
 0.063232	-7.678223E-06
 0.068176	-6.817627E-06
 0.073120	-5.819702E-06
 0.078064	-4.635620E-06
 0.083038	-3.249817E-06
 0.087982	-1.621094E-06
 0.092926	2.600098E-07
 0.097870	2.463379E-06
 0.102844	5.001831E-06
 0.107788	7.885742E-06
 0.112732	1.120300E-05
 0.117706	1.490784E-05
 0.122650	1.902771E-05
 0.127594	2.359009E-05
 0.132538	2.858582E-05
 0.137512	3.395691E-05
 0.142456	3.967896E-05
 0.147400	4.570618E-05
 0.152344	5.191040E-05
 0.157318	5.825806E-05
 0.162262	6.460571E-05
 0.167206	7.083130E-05
 0.172150	7.684326E-05
 0.177124	8.248901E-05
 0.182068	8.761597E-05
 0.187012	9.216309E-05
 0.191986	9.588623E-05
 0.196930	9.884644E-05
 0.201874	1.008606E-04
 0.206818	1.019897E-04
 0.211761	1.022034E-04
 0.216736	1.015625E-04
 0.221680	1.001892E-04
 0.226624	9.817505E-05
 0.231598	9.564209E-05
 0.236542	9.286499E-05
 0.241486	8.981323E-05
 0.246460	8.670044E-05
 0.251404	8.352661E-05
 0.256348	8.041382E-05
 0.261292	7.742310E-05
 0.266266	7.461548E-05
 0.271210	7.189941E-05
 0.276154	6.936646E-05
 0.281128	6.698608E-05
 0.286072	6.478882E-05
 0.291016	6.271362E-05
 0.295959	6.076050E-05
 0.300903	5.899048E-05
 0.305878	5.731201E-05
 0.310822	5.572510E-05
 0.315765	5.426025E-05
 0.320740	5.288696E-05
 0.325684	5.160522E-05
 0.330627	5.041504E-05
 0.335571	4.929504E-05
 0.340546	4.822693E-05
 0.345490	4.720764E-05
 0.350433	4.625549E-05
 0.355377	4.533997E-05
 0.360321	4.447327E-05
 0.365295	4.364319E-05
 0.370239	4.287415E-05
 0.375183	4.211731E-05
 0.380157	4.140015E-05
 0.385101	4.071045E-05
 0.390045	4.005432E-05
 0.395020	3.941956E-05
 0.399963	3.879700E-05
 0.404907	3.820801E-05
 0.409851	3.763733E-05
 0.414795	3.709717E-05
 0.419769	3.655701E-05
 0.424713	3.603821E-05
 0.429657	3.553162E-05
 0.434631	3.503418E-05
 0.439575	3.455200E-05
 0.444550	3.408813E-05
 0.449493	3.363037E-05
 0.454437	3.318481E-05
 0.459381	3.274231E-05
 0.464325	3.231506E-05
 0.469299	3.190002E-05
 0.474243	3.148193E-05
 0.479187	3.107910E-05
 0.484161	3.068848E-05
 0.489105	3.029480E-05
 0.494049	2.990723E-05
 0.498993	2.953796E-05
 0.500793	2.713013E-05
 0.495270	2.497559E-05
 0.490234	2.397766E-05
 0.485199	2.322998E-05
 0.480164	2.260132E-05
 0.475128	2.204285E-05
 0.470062	2.154236E-05
 0.465027	2.106323E-05
 0.459991	2.061768E-05
 0.454956	2.019043E-05
 0.449921	1.979065E-05
 0.444885	1.940002E-05
 0.439850	1.901550E-05
 0.434814	1.865234E-05
 0.429779	1.829834E-05
 0.424744	1.794128E-05
 0.419708	1.760254E-05
 0.414673	1.725464E-05
 0.409637	1.692200E-05
 0.404602	1.659546E-05
 0.399567	1.627502E-05
 0.394531	1.595154E-05
 0.389496	1.563416E-05
 0.384460	1.530457E-05
 0.379425	1.499939E-05
 0.374390	1.467590E-05
 0.369354	1.435547E-05
 0.364319	1.404419E-05
 0.359283	1.372375E-05
 0.354248	1.339722E-05
 0.349213	1.307068E-05
 0.344177	1.273804E-05
 0.339142	1.238708E-05
 0.334137	1.203003E-05
 0.329102	1.166992E-05
 0.324066	1.129456E-05
 0.319031	1.088257E-05
 0.313995	1.047974E-05
 0.308960	1.001892E-05
 0.303925	9.512329E-06
 0.298889	8.975220E-06
 0.293854	8.422852E-06
 0.288849	7.772827E-06
 0.283813	7.009888E-06
 0.278778	6.210327E-06
 0.273743	5.303955E-06
 0.268707	4.260864E-06
 0.263672	3.046265E-06
 0.258636	1.660461E-06
 0.253601	1.260376E-07
 0.248566	-1.666260E-06
 0.243530	-3.728027E-06
 0.238525	-6.005859E-06
 0.233490	-8.670044E-06
 0.228455	-1.172180E-05
 0.223419	-1.510315E-05
 0.218384	-1.892090E-05
 0.213348	-2.312012E-05
 0.208344	-2.772217E-05
 0.203308	-3.273010E-05
 0.198273	-3.812561E-05
 0.193237	-4.383240E-05
 0.188202	-4.968262E-05
 0.183167	-5.578613E-05
 0.178131	-6.185913E-05
 0.173096	-6.790161E-05
 0.168060	-7.379150E-05
 0.163055	-7.934570E-05
 0.158020	-8.444214E-05
 0.152985	-8.898926E-05
 0.147949	-9.277344E-05
 0.142914	-9.573364E-05
 0.137878	-9.777832E-05
 0.132843	-9.890747E-05
 0.127838	-9.912109E-05
 0.122803	-9.841919E-05
 0.117767	-9.692383E-05
 0.112732	-9.475708E-05
 0.107697	-9.210205E-05
 0.102661	-8.914185E-05
 0.097656	-8.596802E-05
 0.092621	-8.270264E-05
 0.087585	-7.946777E-05
 0.082581	-7.632446E-05
 0.077545	-7.330322E-05
 0.072510	-7.040405E-05
 0.067474	-6.768799E-05
 0.062439	-6.515503E-05
 0.057404	-6.280518E-05
 0.052399	-6.057739E-05
 0.047348	-5.850220E-05
 0.042319	-5.661011E-05
 0.037289	-5.480957E-05
 0.032257	-5.316162E-05
 0.027228	-5.160522E-05
 0.022195	-5.017090E-05
 0.017163	-4.880066E-05
 0.012131	-4.754028E-05
 0.007120	-4.631653E-05
 0.002069	-4.525757E-05
 -0.002960	-4.421082E-05
 -0.008002	-4.323120E-05
 -0.013037	-4.231873E-05
 -0.018063	-4.143982E-05
 -0.023096	-4.061890E-05
 -0.028125	-3.983765E-05
 -0.033154	-3.910217E-05
 -0.038184	-3.840637E-05
 -0.043213	-3.773193E-05
 -0.048242	-3.711243E-05
 -0.053223	-3.651428E-05
 -0.058258	-3.594360E-05
 -0.063293	-3.539734E-05
 -0.068329	-3.487854E-05
 -0.073334	-3.438110E-05
 -0.078369	-3.389587E-05
 -0.083405	-3.344727E-05
 -0.088409	-3.300781E-05
 -0.093445	-3.258667E-05
 -0.098480	-3.218689E-05
 -0.103516	-3.179321E-05
 -0.108551	-3.141785E-05
 -0.113556	-3.106384E-05
 -0.118591	-3.071899E-05
