Date: 15-08-25
Time: 14:57:14 PM

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .0000
First vertex potential (V) = .5000
Second vertex potential (V) = -.3000
Step potential (V) = .00500
Scan rate (V/s) = .50000
Equilibration time (s) = 
Number of Data Points =  320 

 Potential	  Scan 1   
 0.002145	-2.600098E-06
 0.009723	1.078186E-05
 0.014713	1.196289E-05
 0.019708	1.292419E-05
 0.024701	1.393433E-05
 0.029697	1.500549E-05
 0.034692	1.601868E-05
 0.039685	1.772156E-05
 0.044681	1.926880E-05
 0.049683	2.117615E-05
 0.054718	2.338562E-05
 0.059692	2.591248E-05
 0.064697	2.903137E-05
 0.069672	3.259277E-05
 0.074677	3.678589E-05
 0.079651	4.163818E-05
 0.084656	4.727783E-05
 0.089661	5.374146E-05
 0.094635	6.121826E-05
 0.099640	6.973267E-05
 0.104614	7.919312E-05
 0.109619	8.993530E-05
 0.114624	1.017761E-04
 0.119598	1.147766E-04
 0.124603	1.288452E-04
 0.129578	1.440430E-04
 0.134583	1.602783E-04
 0.139587	1.773682E-04
 0.144562	1.952209E-04
 0.149536	2.136536E-04
 0.154541	2.325134E-04
 0.159515	2.514954E-04
 0.164520	2.705383E-04
 0.169525	2.891846E-04
 0.174500	3.073730E-04
 0.179504	3.238525E-04
 0.184479	3.410950E-04
 0.189484	3.558044E-04
 0.194489	3.688354E-04
 0.199463	3.798523E-04
 0.204468	3.888245E-04
 0.209442	3.951721E-04
 0.214447	3.991699E-04
 0.219421	4.004211E-04
 0.224426	3.992920E-04
 0.229401	3.956299E-04
 0.234406	3.899536E-04
 0.239380	3.823547E-04
 0.244385	3.735657E-04
 0.249390	3.636475E-04
 0.254364	3.531799E-04
 0.259369	3.425293E-04
 0.264343	3.319092E-04
 0.269348	3.215332E-04
 0.274323	3.115845E-04
 0.279327	3.020020E-04
 0.284302	2.930908E-04
 0.289307	2.846069E-04
 0.294281	2.767029E-04
 0.299286	2.692566E-04
 0.304260	2.623901E-04
 0.309265	2.558899E-04
 0.314270	2.498474E-04
 0.319244	2.441711E-04
 0.324249	2.388611E-04
 0.329254	2.338257E-04
 0.334229	2.291565E-04
 0.339203	2.246704E-04
 0.344208	2.205811E-04
 0.349213	2.165527E-04
 0.354187	2.128296E-04
 0.359192	2.092590E-04
 0.364166	2.058411E-04
 0.369141	2.025757E-04
 0.374146	1.995239E-04
 0.379150	1.964722E-04
 0.384125	1.936646E-04
 0.389130	1.908875E-04
 0.394104	1.882629E-04
 0.399078	1.856995E-04
 0.404114	1.832581E-04
 0.409088	1.808167E-04
 0.414063	1.784973E-04
 0.419067	1.761780E-04
 0.424042	1.739807E-04
 0.429047	1.717834E-04
 0.434021	1.696167E-04
 0.439026	1.675110E-04
 0.444031	1.654663E-04
 0.449005	1.633606E-04
 0.454010	1.613464E-04
 0.458984	1.593323E-04
 0.463989	1.573486E-04
 0.468964	1.553650E-04
 0.473969	1.534729E-04
 0.478943	1.515198E-04
 0.483948	1.496277E-04
 0.488953	1.477661E-04
 0.493927	1.459656E-04
 0.498901	1.441345E-04
 0.500488	1.343384E-04
 0.495148	1.215515E-04
 0.490143	1.160889E-04
 0.485138	1.120300E-04
 0.480133	1.087341E-04
 0.475128	1.057739E-04
 0.470123	1.031494E-04
 0.465118	1.007080E-04
 0.460114	9.848022E-05
 0.455109	9.631348E-05
 0.450104	9.426880E-05
 0.445099	9.225464E-05
 0.440125	9.033203E-05
 0.435089	8.843994E-05
 0.430084	8.660889E-05
 0.425079	8.480835E-05
 0.420105	8.303833E-05
 0.415100	8.123779E-05
 0.410095	7.949829E-05
 0.405090	7.775879E-05
 0.400085	7.598877E-05
 0.395081	7.421875E-05
 0.390076	7.244873E-05
 0.385071	7.064819E-05
 0.380096	6.884766E-05
 0.375061	6.701660E-05
 0.370056	6.515503E-05
 0.365082	6.326294E-05
 0.360077	6.130981E-05
 0.355072	5.932617E-05
 0.350067	5.731201E-05
 0.345062	5.523682E-05
 0.340057	5.313110E-05
 0.335052	5.087280E-05
 0.330048	4.871826E-05
 0.325073	4.631653E-05
 0.320068	4.388123E-05
 0.315063	4.131165E-05
 0.310059	3.868103E-05
 0.305054	3.588257E-05
 0.300049	2.999268E-05
 0.295044	2.965393E-05
 0.290039	2.646790E-05
 0.285034	2.304993E-05
 0.280060	1.937256E-05
 0.275055	1.538086E-05
 0.270050	1.120300E-05
 0.265045	6.674194E-06
 0.260040	1.783752E-06
 0.255066	-3.548889E-06
 0.250031	-9.335327E-06
 0.245026	-1.567688E-05
 0.240051	-2.256165E-05
