Date: 15-08-25
Time: 13:55:27 PM

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .0000
First vertex potential (V) = .5000
Second vertex potential (V) = -.3000
Step potential (V) = .00500
Scan rate (V/s) = 1.00000
Equilibration time (s) = 
Number of Data Points =  321 

 Potential	  Scan 1   
 0.002167	-1.011353E-05
 0.009830	-1.262817E-06
 0.014804	4.118347E-06
 0.019809	9.326172E-06
 0.024799	1.434937E-05
 0.029794	1.923218E-05
 0.034784	2.400513E-05
 0.039755	2.867432E-05
 0.044778	3.330078E-05
 0.049744	3.785400E-05
 0.054810	4.236755E-05
 0.059814	4.684448E-05
 0.064819	5.130005E-05
 0.069794	5.572510E-05
 0.074738	6.015015E-05
 0.079773	6.457520E-05
 0.084778	6.900024E-05
 0.089752	7.339478E-05
 0.094757	7.781982E-05
 0.099731	8.224487E-05
 0.104706	8.663940E-05
 0.109741	9.109497E-05
 0.114716	9.552002E-05
 0.119720	9.997559E-05
 0.124695	1.044006E-04
 0.129700	1.088867E-04
 0.134644	1.133118E-04
 0.139679	1.178284E-04
 0.144684	1.222839E-04
 0.149658	1.267700E-04
 0.154663	1.312561E-04
 0.159607	1.357422E-04
 0.164642	1.402588E-04
 0.169617	1.447449E-04
 0.174622	1.492615E-04
 0.179596	1.537476E-04
 0.184570	1.582336E-04
 0.189606	1.627502E-04
 0.194580	1.672668E-04
 0.199585	1.717529E-04
 0.204559	1.762390E-04
 0.209534	1.807251E-04
 0.214539	1.852112E-04
 0.219543	1.896973E-04
 0.224548	1.941528E-04
 0.229523	1.986084E-04
 0.234528	2.030334E-04
 0.239502	2.074585E-04
 0.244507	2.118530E-04
 0.249481	2.162476E-04
 0.254486	2.206116E-04
 0.259460	2.249451E-04
 0.264465	2.292480E-04
 0.269440	2.335205E-04
 0.274445	2.377930E-04
 0.279419	2.420044E-04
 0.284424	2.461853E-04
 0.289398	2.503357E-04
 0.294373	2.544250E-04
 0.299377	2.584839E-04
 0.304382	2.624817E-04
 0.309357	2.664185E-04
 0.314362	2.702942E-04
 0.319336	2.740784E-04
 0.324371	2.778625E-04
 0.329346	2.815247E-04
 0.334351	2.850952E-04
 0.339325	2.886047E-04
 0.344299	2.919617E-04
 0.349304	2.952271E-04
 0.354279	2.984009E-04
 0.359283	3.014221E-04
 0.362244	9.966736E-03
 0.374451	5.798340E-07
 0.374268	3.101196E-04
 0.379242	3.123169E-04
 0.384247	3.145447E-04
 0.389221	3.164063E-04
