Date: 15-08-25
Time: 15:05:00 PM

Exp. Conditions:
Cyclic voltammetry
Start potential (V) = .0000
First vertex potential (V) = .5000
Second vertex potential (V) = -.3000
Step potential (V) = .02000
Scan rate (V/s) = 1.49880
Equilibration time (s) = 
Number of Data Points =  80 

 Potential	  Scan 1   
 0.007834	2.122803E-05
 0.038101	6.390381E-05
 0.058136	7.730103E-05
 0.078156	1.007996E-04
 0.098145	1.416931E-04
 0.118164	2.055969E-04
 0.138184	2.934265E-04
 0.158173	4.000854E-04
 0.178162	5.148315E-04
 0.198181	6.243896E-04
 0.218201	7.095337E-04
 0.238190	7.507324E-04
 0.258209	7.348633E-04
 0.278198	6.732178E-04
 0.298218	5.996704E-04
 0.318207	5.371094E-04
 0.338196	4.891357E-04
 0.358215	4.519348E-04
 0.378235	4.225159E-04
 0.398224	3.986206E-04
 0.418213	3.786926E-04
 0.438232	3.612976E-04
 0.458221	3.451843E-04
 0.478210	3.295288E-04
 0.498047	3.139954E-04
 0.487976	2.425232E-04
 0.467957	2.087097E-04
 0.447906	1.871338E-04
 0.427887	1.695251E-04
 0.407867	1.535339E-04
 0.387848	1.380005E-04
 0.367798	1.221008E-04
 0.347778	1.052246E-04
 0.327759	8.666992E-05
 0.307709	6.555176E-05
 0.287720	4.075012E-05
 0.267700	1.045227E-05
 0.247650	-2.765808E-05
 0.227631	-7.690430E-05
 0.207642	-1.403503E-04
 0.187592	-2.199097E-04
 0.167572	-3.136292E-04
 0.147552	-4.146118E-04
 0.127533	-5.105591E-04
 0.107513	-5.825806E-04
 0.087494	-6.094360E-04
 0.067474	-5.770874E-04
 0.047461	-5.017090E-04
 0.027435	-4.270935E-04
 0.007419	-3.709412E-04
 -0.012625	-3.297119E-04
 -0.032648	-2.985229E-04
 -0.052643	-2.749939E-04
 -0.072662	-2.572021E-04
 -0.092682	-2.435608E-04
 -0.112701	-2.330322E-04
 -0.132721	-2.247009E-04
 -0.152740	-2.181396E-04
 -0.172791	-2.127991E-04
 -0.192810	-2.085571E-04
 -0.212830	-2.051086E-04
 -0.232849	-2.024536E-04
 -0.252838	-2.004700E-04
 -0.272888	-1.990356E-04
 -0.292877	-1.980896E-04
 -0.285583	-3.491211E-05
 -0.265594	9.185791E-07
 -0.245575	5.114746E-06
 -0.225555	7.162476E-06
 -0.205536	8.325195E-06
 -0.185547	9.024048E-06
 -0.165527	8.517456E-06
 -0.145508	9.426880E-06
 -0.125519	9.393311E-06
 -0.105499	9.353638E-06
 -0.085510	9.295654E-06
 -0.065491	9.533691E-06
 -0.045612	1.022949E-05
 -0.025607	1.170044E-05
 -0.005591	1.447754E-05

 Potential	  Scan 2   
 0.014413	1.915283E-05
 0.034430	2.680969E-05
 0.054504	3.969421E-05
 0.074493	6.225586E-05
 0.094482	1.013489E-04
 0.114502	1.627808E-04
 0.134521	2.482910E-04
 0.154510	3.533325E-04
 0.174500	4.675598E-04
 0.194519	5.783081E-04
 0.214508	6.674194E-04
 0.234528	7.144165E-04
 0.254517	7.055664E-04
 0.274536	6.481934E-04
 0.294525	5.749512E-04
 0.314545	5.108643E-04
 0.334534	4.611206E-04
 0.354553	4.224548E-04
 0.374542	3.919373E-04
 0.394531	3.673401E-04
 0.414520	3.470154E-04
 0.434540	3.295898E-04
 0.454559	3.139343E-04
 0.474548	2.992859E-04
 0.494537	2.851563E-04
 0.491455	2.244263E-04
 0.471436	1.871033E-04
 0.451416	1.657104E-04
 0.431366	1.487122E-04
 0.411346	1.334229E-04
 0.391327	1.186523E-04
 0.371307	1.036377E-04
 0.351257	8.770752E-05
 0.331238	7.012939E-05
 0.311218	5.010986E-05
 0.291199	2.671204E-05
 0.271179	-1.815796E-06
 0.251129	-3.762817E-05
 0.231110	-8.364868E-05
 0.211121	-1.431274E-04
 0.191101	-2.184143E-04
 0.171051	-3.086548E-04
 0.151031	-4.080200E-04
 0.131012	-5.050659E-04
 0.110992	-5.828857E-04
 0.090973	-6.201172E-04
 0.070953	-6.002808E-04
 0.050934	-5.307007E-04
 0.030914	-4.541626E-04
 0.010889	-3.947754E-04
 -0.009149	-3.509827E-04
 -0.029163	-3.182068E-04
 -0.049133	-2.932434E-04
 -0.069183	-2.742004E-04
 -0.089203	-2.596741E-04
 -0.109222	-2.483826E-04
 -0.129272	-2.394409E-04
 -0.149261	-2.322388E-04
 -0.169312	-2.264404E-04
 -0.189301	-2.217712E-04
 -0.209351	-2.180481E-04
 -0.229340	-2.150269E-04
 -0.249359	-2.127686E-04
 -0.269409	-2.109680E-04
 -0.289398	-2.099304E-04
 -0.289368	-8.316040E-05
 -0.269318	-1.224976E-05
 -0.249329	-6.878662E-06
 -0.229309	-4.531860E-06
 -0.209290	-3.082275E-06
 -0.189301	-2.160645E-06
 -0.169281	-1.599121E-06
 -0.149261	-1.378174E-06
 -0.129272	-1.198425E-06
 -0.109253	-1.117249E-06
 -0.089264	-1.036987E-06
 -0.069275	-6.787109E-07
 -0.049255	2.105713E-08
 -0.029337	1.491089E-06
 -0.009338	4.240723E-06

 Potential	  Scan 3   
 0.010669	8.825684E-06
 0.030670	1.589355E-05
 0.050720	2.772217E-05
 0.070740	4.837952E-05
 0.090759	8.407593E-05
 0.110748	1.414795E-04
 0.130768	2.231140E-04
 0.150787	3.253174E-04
 0.170776	4.387817E-04
 0.190765	5.511475E-04
 0.210785	6.448364E-04
 0.230774	7.003784E-04
 0.250793	7.009888E-04
 0.270782	6.500244E-04
 0.290802	5.773926E-04
 0.310791	5.108643E-04
 0.330811	4.590454E-04
 0.350830	4.187317E-04
 0.370819	3.869629E-04
 0.390808	3.613892E-04
 0.410797	3.403320E-04
 0.430786	3.224182E-04
 0.450806	3.065186E-04
 0.470795	2.917480E-04
 0.490814	2.776184E-04
 0.495758	2.340393E-04
 0.475708	1.836548E-04
 0.455688	1.611328E-04
 0.435638	1.438293E-04
 0.415619	1.286011E-04
 0.395599	1.140442E-04
 0.375549	9.936523E-05
 0.355530	8.389282E-05
 0.335510	6.692505E-05
 0.315491	4.766846E-05
 0.295471	2.526245E-05
 0.275452	-1.882935E-06
 0.255432	-3.567810E-05
 0.235382	-7.891846E-05
 0.215393	-1.348572E-04
 0.195343	-2.062378E-04
 0.175323	-2.929077E-04
 0.155304	-3.906250E-04
 0.135254	-4.891968E-04
 0.115265	-5.728149E-04
 0.095245	-6.207275E-04
 0.075226	-6.143188E-04
 0.055206	-5.532837E-04
 0.035190	-4.752808E-04
 0.015164	-4.119568E-04
 -0.004861	-3.653259E-04
 -0.024884	-3.303833E-04
 -0.044916	-3.038330E-04
 -0.064911	-2.836304E-04
 -0.084930	-2.681885E-04
 -0.104950	-2.561951E-04
 -0.124969	-2.467651E-04
 -0.144989	-2.391663E-04
 -0.165009	-2.330322E-04
 -0.185028	-2.281189E-04
 -0.205048	-2.241211E-04
 -0.225067	-2.209473E-04
 -0.245087	-2.184753E-04
 -0.265106	-2.166443E-04
 -0.285126	-2.153320E-04
 -0.294098	-1.838684E-04
 -0.274048	-2.020874E-05
 -0.254028	-1.278687E-05
 -0.234039	-9.979248E-06
 -0.214020	-8.303833E-06
 -0.194000	-7.278442E-06
 -0.173981	-6.604004E-06
 -0.153961	-5.941772E-06
 -0.133972	-6.048584E-06
 -0.113953	-5.917358E-06
 -0.093994	-5.776978E-06
 -0.073975	-5.484009E-06
 -0.053955	-4.827881E-06
 -0.034070	-3.551941E-06
 -0.014063	-1.120300E-06

 Potential	  Scan 4   
 0.005960	2.885132E-06
 0.025970	9.420776E-06
 0.045981	1.991577E-05
 0.066040	3.801880E-05
 0.086029	6.982422E-05
 0.106049	1.220093E-04
 0.126068	1.981812E-04
 0.146057	2.962646E-04
 0.166046	4.084778E-04
 0.186066	5.218506E-04
 0.206055	6.216431E-04
 0.226074	6.872559E-04
 0.246063	7.009888E-04
 0.266083	6.600952E-04
 0.286102	5.889893E-04
 0.306061	5.200195E-04
 0.326080	4.649353E-04
 0.346069	4.222107E-04
 0.366089	3.886414E-04
 0.386078	3.617554E-04
 0.406067	3.396912E-04
 0.426086	3.211365E-04
 0.446106	3.048096E-04
 0.466095	2.898254E-04
 0.486084	2.756348E-04
 0.498047	2.563171E-04
 0.477539	1.842957E-04
 0.457550	1.602478E-04
 0.437500	1.424255E-04
 0.417480	1.269836E-04
 0.397430	1.123352E-04
 0.377411	9.771729E-05
 0.357391	8.236694E-05
 0.337372	6.558228E-05
 0.317322	4.671021E-05
 0.297302	2.461853E-05
 0.277283	-1.995850E-06
 0.257263	-3.500671E-05
 0.237244	-7.714844E-05
 0.217224	-1.315918E-04
 0.197205	-2.012634E-04
 0.177185	-2.864990E-04
 0.157166	-3.833313E-04
 0.137146	-4.821777E-04
 0.117126	-5.682373E-04
 0.097107	-6.204224E-04
 0.077087	-6.198120E-04
 0.057068	-5.633545E-04
 0.037048	-4.850769E-04
 0.017020	-4.200745E-04
 -0.003006	-3.721313E-04
 -0.023026	-3.362122E-04
 -0.043054	-3.089600E-04
 -0.063049	-2.882080E-04
 -0.083069	-2.724304E-04
 -0.103088	-2.601013E-04
 -0.123108	-2.504578E-04
 -0.143127	-2.426758E-04
 -0.163147	-2.364807E-04
 -0.183167	-2.314148E-04
 -0.203186	-2.272949E-04
 -0.223206	-2.240601E-04
 -0.243225	-2.214661E-04
 -0.263245	-2.195740E-04
 -0.283264	-2.182617E-04
 -0.294586	-2.056580E-04
 -0.274536	-2.431641E-05
 -0.254547	-1.596680E-05
 -0.234528	-1.306152E-05
 -0.214508	-1.136475E-05
 -0.194519	-1.029358E-05
 -0.174500	-9.515381E-06
 -0.154480	-8.639526E-06
 -0.134460	-8.926392E-06
 -0.114471	-8.801270E-06
 -0.094482	-8.612061E-06
 -0.074463	-8.285522E-06
 -0.054474	-7.611084E-06
 -0.034558	-6.286621E-06
 -0.014554	-3.922729E-06

 Potential	  Scan 5   
 0.005466	6.286621E-08
 0.025470	6.567383E-06
 0.045493	1.699219E-05
 0.065552	3.491821E-05
 0.085571	6.643677E-05
 0.105560	1.181335E-04
 0.125549	1.938171E-04
 0.145569	2.915649E-04
 0.165558	4.035034E-04
 0.185547	5.169678E-04
 0.205566	6.170654E-04
 0.225586	6.835938E-04
 0.245575	6.985474E-04
 0.265594	6.582642E-04
 0.285583	5.874634E-04
 0.305573	5.181885E-04
 0.325592	4.629517E-04
 0.345581	4.199524E-04
 0.365601	3.861694E-04
 0.385590	3.591614E-04
 0.405579	3.369446E-04
 0.425598	3.182983E-04
 0.445587	3.019104E-04
 0.465607	2.868958E-04
 0.485596	2.726746E-04
 0.499573	2.579651E-04
 0.479065	1.828613E-04
 0.459045	1.584473E-04
 0.438995	1.405640E-04
 0.418976	1.251526E-04
 0.398926	1.106567E-04
 0.378906	9.613037E-05
 0.358887	8.096313E-05
 0.338867	6.439209E-05
 0.318848	4.580383E-05
 0.298798	2.398376E-05
 0.278809	-2.139282E-06
 0.258789	-3.450623E-05
 0.238739	-7.580566E-05
 0.218719	-1.290894E-04
 0.198730	-1.973572E-04
 0.178711	-2.813110E-04
 0.158661	-3.773804E-04
 0.138672	-4.763184E-04
 0.118622	-5.639648E-04
 0.098602	-6.195068E-04
 0.078583	-6.237793E-04
 0.058563	-5.709839E-04
 0.038553	-4.931641E-04
 0.018527	-4.264221E-04
 -0.001505	-3.774109E-04
 -0.021521	-3.407288E-04
 -0.041550	-3.128967E-04
 -0.061554	-2.916870E-04
 -0.081573	-2.755432E-04
 -0.101593	-2.629700E-04
 -0.121613	-2.531128E-04
 -0.141632	-2.452698E-04
 -0.161652	-2.388916E-04
 -0.181671	-2.337952E-04
 -0.201691	-2.295532E-04
 -0.221710	-2.262268E-04
 -0.241730	-2.236023E-04
 -0.261749	-2.216492E-04
 -0.281769	-2.202454E-04
 -0.295135	-2.173462E-04
 -0.275055	-2.747803E-05
 -0.255066	-1.831055E-05
 -0.235046	-1.531372E-05
 -0.215027	-1.349182E-05
 -0.195038	-1.236877E-05
 -0.175018	-1.157532E-05
 -0.154999	-1.052856E-05
 -0.135010	-1.095581E-05
 -0.114990	-1.077576E-05
 -0.095001	-1.058960E-05
 -0.075012	-1.023254E-05
 -0.054993	-9.524536E-06
 -0.035089	-8.239746E-06
 -0.015079	-5.850220E-06
