time;0 M KCl;0.1 M KCl;0.2 M KCl;0.3 M KCl;0.4 M KCl;0.5 M KCl;0.75 M KCl;1 M KCl
3464,808;-0,943625542;-0,919484759;-0,905831716;-0,917543725;-0,926989801;-0,928274512;-0,925169221;-0,887551222
3487,868;-0,948836281;-0,921726481;-0,90838304;-0,916184789;-0,922130049;-0,927046637;-0,919059081;-0,889026989
3511,049;-0,950628262;-0,920091269;-0,905638056;-0,914385715;-0,925813779;-0,927085268;-0,924927748;-0,895254526
3534,35;-0,954240946;-0,920105219;-0,906538291;-0,918540955;-0,924588711;-0,923947032;-0,922073288;-0,888997963
3557,773;-0,949132225;-0,919700185;-0,904570416;-0,915970316;-0,923713283;-0,926118836;-0,92859622;-0,891995298
3581,318;-0,944358625;-0,922941585;-0,904345069;-0,913578057;-0,919780442;-0,93406907;-0,925530275;-0,889329758
3604,986;-0,946222525;-0,921524524;-0,904299144;-0,914372961;-0,921959658;-0,927930083;-0,924859535;-0,897279245
4104,986;-0,950964072;-0,917074194;-0,899041931;-0,915138279;-0,915215637;-0,922854301;-0,914764943;-0,884769714
4604,986;-0,943398414;-0,9128263;-0,898296179;-0,908399038;-0,919972866;-0,92503443;-0,915720101;-0,883306196
5104,986;-0,938744639;-0,910378293;-0,894396725;-0,905988906;-0,912046402;-0,921305278;-0,910658691;-0,876774824
5604,986;-0,938128624;-0,906920987;-0,891219896;-0,900056455;-0,909787804;-0,906472699;-0,909313418;-0,880346408
6104,986;-0,934280999;-0,903461195;-0,889133833;-0,906211361;-0,907869766;-0,912875081;-0,907362008;-0,872636314
6604,986;-0,932760722;-0,902242082;-0,890515296;-0,901454347;-0,909602355;-0,910984491;-0,903367561;-0,877929181
7104,986;-0,924801696;-0,903464161;-0,886097166;-0,897069624;-0,909867962;-0,908875381;-0,900935888;-0,86998968
7604,986;-0,926488213;-0,896941515;-0,879572974;-0,893504705;-0,904758879;-0,897555383;-0,898191013;-0,866432742
8104,986;-0,921983674;-0,899995951;-0,881076081;-0,892302372;-0,904469579;-0,902151331;-0,901061021;-0,863471223
8604,985;-0,919634959;-0,894315684;-0,881575334;-0,891700338;-0,901758042;-0,897867165;-0,899662807;-0,864936072
9104,985;-0,917897893;-0,890431536;-0,87950425;-0,890280929;-0,900208024;-0,898142656;-0,897918256;-0,864397638
9604,985;-0,918133522;-0,893095449;-0,875084886;-0,887539892;-0,897405258;-0,898189482;-0,898787153;-0,85816078
10104,99;-0,91324182;-0,888810916;-0,875706277;-0,888507015;-0,894296142;-0,902809884;-0,898835559;-0,856367465
10604,99;-0,911772207;-0,888391611;-0,875756646;-0,888907504;-0,88993915;-0,894479321;-0,891600239;-0,856719764
11104,99;-0,90981054;-0,88636339;-0,873963749;-0,885133404;-0,89178954;-0,8927136;-0,889155702;-0,859957423
11604,99;-0,908224319;-0,886981926;-0,868749086;-0,880199224;-0,889320692;-0,898733701;-0,890202395;-0,859036334
12104,99;-0,910653339;-0,885762413;-0,868406704;-0,882945207;-0,889343278;-0,892418077;-0,887291478;-0,847816301
12604,99;-0,89954232;-0,883916185;-0,870044871;-0,8790047;-0,885491039;-0,892366829;-0,886895162;-0,852813057
13104,99;-0,905042799;-0,87945928;-0,867976092;-0,879014937;-0,878244923;-0,891455678;-0,886580478;-0,844287855
13604,99;-0,90129501;-0,878218601;-0,861449842;-0,875636814;-0,877749692;-0,889298571;-0,885273615;-0,851400933
14604,99;-0,899594363;-0,873756645;-0,861883088;-0,878616358;-0,882343615;-0,885654876;-0,876939123;-0,847203839
15604,99;-0,891269313;-0,872723133;-0,858706258;-0,873620317;-0,876662686;-0,884421408;-0,879898631;-0,841896059
16604,99;-0,888424063;-0,868252037;-0,855575024;-0,872460584;-0,871658672;-0,877086153;-0,873631704;-0,840383278
17604,99;-0,886704;-0,862350011;-0,850419949;-0,866684823;-0,868849152;-0,87373733;-0,872533458;-0,833939781
18604,99;-0,882004271;-0,862555896;-0,850639041;-0,87023907;-0,86739767;-0,874686463;-0,865475842;-0,837463034
19604,99;-0,878233505;-0,861133304;-0,84900038;-0,864891908;-0,860280427;-0,870077767;-0,866493473;-0,832441114
20604,99;-0,881554725;-0,851560149;-0,845791616;-0,855373455;-0,862094281;-0,86430207;-0,863184204;-0,830988914
21604,99;-0,871046049;-0,854008397;-0,841841217;-0,857399062;-0,859789071;-0,867945114;-0,857317388;-0,823272295
22604,99;-0,870934266;-0,84871745;-0,837953532;-0,855160197;-0,858091579;-0,871000495;-0,858668677;-0,826005339
23604,99;-0,871438153;-0,848507798;-0,833958195;-0,851798298;-0,853082362;-0,859996051;-0,856507077;-0,823912451
24604,99;-0,867662217;-0,846066525;-0,828709047;-0,85399118;-0,847845402;-0,860289102;-0,85375452;-0,819494072
25604,99;-0,864636712;-0,83954909;-0,829821131;-0,843881364;-0,84930563;-0,859408518;-0,849236216;-0,813002243
26604,99;-0,8582569;-0,83384894;-0,828252675;-0,846846939;-0,8417308;-0,857262467;-0,847839853;-0,817376818
27604,99;-0,857985196;-0,833241228;-0,827527005;-0,845434124;-0,842144212;-0,852353177;-0,846406561;-0,811815399
28604,99;-0,853884939;-0,833447032;-0,822293001;-0,838441368;-0,839049599;-0,846230708;-0,837560246;-0,813571833
29604,99;-0,850230667;-0,828353472;-0,817686643;-0,83809363;-0,835620072;-0,85083264;-0,837121169;-0,80706456
30604,99;-0,850038464;-0,82876003;-0,818398568;-0,838331355;-0,833804668;-0,84594234;-0,839297115;-0,801074018
31604,99;-0,850126466;-0,822654845;-0,817544588;-0,837308704;-0,837726991;-0,840401292;-0,838231078;-0,807947969
