File............:  sc_tdlast - MAY,22.2025

System..........:  CIMPS control file
Control.........:  
Temperature.....:  unknown
Time............:  MAY,22.2025
Comment.........:  13:34:03 - 13:46:05
                   
                   
                   
                   
Electr.area/sqcm:  
                    
polarization data

Lines:   721
Columns: 4

Number     Time/s     Potential/V    Current/A    Intensity/Wm-2
562          561.0    -2.0020e-01   -2.5845e-07    6.241e-02     
563          562.0    -2.0020e-01   -2.3043e-07    9.469e-03     
564          563.0    -2.0020e-01   -2.3470e-07    8.456e-02     
565          564.0    -2.0020e-01   -2.0866e-07    6.569e-02     
566          565.0    -2.0020e-01   -2.0491e-07    4.294e-02     
567          566.0    -2.0020e-01   -2.0351e-07    4.695e-02     
568          567.0    -2.0020e-01   -1.9372e-07    3.357e-02     
569          568.0    -2.0020e-01   -1.8446e-07    2.359e-02     
570          569.0    -2.0020e-01   -1.8643e-07    5.304e-02     
571          570.0    -2.0020e-01   -1.9126e-07    3.004e-02     
572          571.0    -2.0020e-01   -1.8850e-07    5.742e-02     
573          572.0    -2.0020e-01   -1.7880e-07    8.249e-02     
574          573.0    -2.0020e-01   -1.7726e-07    3.430e-02     
575          574.0    -2.0020e-01   -1.7832e-07    1.969e-02     
576          575.0    -2.0020e-01   -1.8266e-07    1.004e-01     
577          576.0    -2.0020e-01   -1.8513e-07    3.478e-02     
578          577.0    -2.0020e-01   -1.7502e-07    6.582e-02     
579          578.0    -2.0020e-01   -1.8145e-07    6.582e-02     
580          579.0    -2.0020e-01   -1.7273e-07   -2.254e-02     
581          580.0    -2.0020e-01   -1.6479e-07    8.496e-03     
582          581.0    -2.0020e-01   -1.5857e-07    3.223e-02     
583          582.0    -2.0020e-01   -1.6820e-07    3.749e-03     
584          583.0    -2.0020e-01   -1.6274e-07    3.709e-02     
585          584.0    -2.0020e-01   -1.7219e-07    5.912e-02     
586          585.0    -2.0020e-01   -1.5757e-07    4.598e-02     
587          586.0    -2.0020e-01   -1.5003e-07    1.884e-02     
588          587.0    -2.0020e-01   -1.6056e-07    7.279e-03     
589          588.0    -2.0020e-01   -1.5979e-07    1.093e-02     
590          589.0    -2.0020e-01   -1.6469e-07   -1.049e-02     
591          590.0    -2.0020e-01   -1.5342e-07    2.918e-02     
592          591.0    -2.0020e-01   -1.6364e-07    3.612e-02     
593          592.0    -2.0020e-01   -1.6148e-07    4.939e-02     
594          593.0    -2.0020e-01   -1.6820e-07    1.811e-02     
595          594.0    -2.0020e-01   -1.5653e-07   -7.569e-03     
596          595.0    -2.0020e-01   -1.4886e-07   -2.944e-03     
597          596.0    -2.0020e-01   -1.5287e-07   -1.256e-02     
598          597.0    -2.0020e-01   -1.6112e-07   -7.690e-03     
599          598.0    -2.0020e-01   -1.4996e-07    3.162e-02     
600          599.0    -2.0020e-01   -1.5415e-07    1.002e+02     
601          600.0    -2.0020e-01   -1.4991e-07    1.002e+02     
602          601.0    -2.0020e-01   -2.5345e-07    1.002e+02     
603          602.0    -2.0020e-01   -2.7263e-07    1.002e+02     
604          603.0    -2.0020e-01   -2.8815e-07    1.002e+02     
605          604.0    -2.0020e-01   -2.9465e-07    1.002e+02     
606          605.0    -2.0020e-01   -2.9476e-07    1.002e+02     
607          606.0    -2.0020e-01   -2.9143e-07    1.003e+02     
608          607.0    -2.0020e-01   -3.0340e-07    1.003e+02     
609          608.0    -2.0020e-01   -3.0156e-07    1.003e+02     
610          609.0    -2.0020e-01   -2.9233e-07    1.003e+02     
611          610.0    -2.0020e-01   -3.1235e-07    1.003e+02     
612          611.0    -2.0020e-01   -3.0078e-07    1.003e+02     
613          612.0    -2.0020e-01   -3.0424e-07    1.002e+02     
614          613.0    -2.0020e-01   -3.0401e-07    1.002e+02     
615          614.0    -2.0020e-01   -3.0362e-07    1.002e+02     
616          615.0    -2.0020e-01   -3.1721e-07    1.002e+02     
617          616.0    -2.0020e-01   -3.1357e-07    1.002e+02     
618          617.0    -2.0020e-01   -3.0891e-07    1.003e+02     
619          618.0    -2.0020e-01   -2.9724e-07    1.003e+02     
620          619.0    -2.0020e-01   -3.0397e-07    1.003e+02     
621          620.0    -2.0020e-01   -3.0683e-07    1.003e+02     
622          621.0    -2.0020e-01   -3.0426e-07    1.002e+02     
623          622.0    -2.0020e-01   -3.2361e-07    1.003e+02     
624          623.0    -2.0020e-01   -2.7117e-07    1.002e+02     
625          624.0    -2.0020e-01   -3.0785e-07    1.002e+02     
626          625.0    -2.0020e-01   -3.0357e-07    1.003e+02     
627          626.0    -2.0020e-01   -3.0971e-07    1.003e+02     
628          627.0    -2.0020e-01   -2.9743e-07    1.002e+02     
629          628.0    -2.0020e-01   -3.1257e-07    1.003e+02     
630          629.0    -2.0020e-01   -3.1396e-07    1.003e+02     
631          630.0    -2.0020e-01   -3.1396e-07    1.003e+02     
632          631.0    -2.0020e-01   -3.0915e-07    1.003e+02     
633          632.0    -2.0020e-01   -3.0386e-07    1.003e+02     
634          633.0    -2.0020e-01   -3.1532e-07    1.003e+02     
635          634.0    -2.0020e-01   -3.1178e-07    1.003e+02     
636          635.0    -2.0020e-01   -3.2475e-07    1.003e+02     
637          636.0    -2.0020e-01   -3.0808e-07    1.002e+02     
638          637.0    -2.0020e-01   -3.1099e-07    1.003e+02     
639          638.0    -2.0020e-01   -3.1080e-07    1.002e+02     
640          639.0    -2.0020e-01   -3.1503e-07    1.308e-01     
641          640.0    -2.0020e-01   -3.2386e-07    7.020e-02     
642          641.0    -2.0020e-01   -2.7230e-07    1.134e-01     
643          642.0    -2.0020e-01   -2.5595e-07    9.149e-02     
644          643.0    -2.0020e-01   -2.5127e-07    9.466e-02     
645          644.0    -2.0020e-01   -2.2236e-07    8.212e-02     
646          645.0    -2.0020e-01   -2.1331e-07    5.085e-02     
647          646.0    -2.0020e-01   -2.1001e-07    8.407e-02     
648          647.0    -2.0020e-01   -2.0183e-07    8.383e-02     
649          648.0    -2.0020e-01   -2.0562e-07    6.411e-02     
650          649.0    -2.0020e-01   -1.9948e-07    8.870e-02     
651          650.0    -2.0020e-01   -1.9699e-07    8.760e-02     
652          651.0    -2.0020e-01   -1.8903e-07    4.902e-02     
653          652.0    -2.0020e-01   -1.9112e-07    2.870e-02     
654          653.0    -2.0020e-01   -1.8110e-07    7.470e-02     
655          654.0    -2.0020e-01   -1.9389e-07    3.916e-02     
656          655.0    -2.0020e-01   -1.8488e-07    8.444e-02     
657          656.0    -2.0020e-01   -1.7766e-07    6.484e-02     
658          657.0    -2.0020e-01   -1.8427e-07    6.995e-02     
659          658.0    -2.0020e-01   -1.8097e-07    7.397e-02     
660          659.0    -2.0020e-01   -1.7701e-07    4.440e-02     
661          660.0    -2.0020e-01   -1.8336e-07    7.360e-02     
662          661.0    -2.0020e-01   -1.7291e-07    9.673e-02     
663          662.0    -2.0020e-01   -1.5748e-07    5.012e-02     
664          663.0    -2.0020e-01   -1.8464e-07    6.314e-02     
665          664.0    -2.0020e-01   -1.7830e-07    6.874e-02     
666          665.0    -2.0020e-01   -1.7958e-07    6.436e-02     
667          666.0    -2.0020e-01   -1.6632e-07    9.028e-02     
668          667.0    -2.0020e-01   -1.7368e-07    5.413e-02     
669          668.0    -2.0020e-01   -1.6357e-07    8.261e-02     
670          669.0    -2.0020e-01   -1.6237e-07    7.032e-02     
671          670.0    -2.0020e-01   -1.6697e-07    9.575e-02     
672          671.0    -2.0020e-01   -1.7136e-07    9.928e-02     
673          672.0    -2.0020e-01   -1.6557e-07    1.396e-01     
674          673.0    -2.0020e-01   -1.6900e-07    9.356e-02     
675          674.0    -2.0020e-01   -1.6007e-07    9.162e-02     
676          675.0    -2.0020e-01   -1.7667e-07    9.320e-02     
677          676.0    -2.0020e-01   -1.5646e-07    6.849e-02     
678          677.0    -2.0020e-01   -1.4876e-07    2.042e-02     
679          678.0    -2.0020e-01   -1.6716e-07    6.825e-02     
680          679.0    -2.0020e-01   -1.5925e-07    5.377e-02     
681          680.0    -2.0020e-01   -1.6495e-07    7.750e-02     
682          681.0    -2.0020e-01   -1.5867e-07    8.979e-02     
683          682.0    -2.0020e-01   -1.4369e-07    6.594e-02     
684          683.0    -2.0020e-01   -1.5826e-07    8.565e-02     
685          684.0    -2.0020e-01   -1.6786e-07    6.156e-02     
686          685.0    -2.0020e-01   -1.5703e-07    6.679e-02     
687          686.0    -2.0020e-01   -1.5601e-07    5.803e-02     
688          687.0    -2.0020e-01   -1.6357e-07    7.251e-02     
689          688.0    -2.0020e-01   -1.5390e-07    6.460e-02     
690          689.0    -2.0020e-01   -1.3521e-07    7.762e-02     
691          690.0    -2.0020e-01   -1.4651e-07    8.042e-02     
692          691.0    -2.0020e-01   -1.5780e-07    6.253e-02     
693          692.0    -2.0020e-01   -1.5962e-07    2.456e-02     
694          693.0    -2.0020e-01   -1.5963e-07    5.888e-02     
695          694.0    -2.0020e-01   -1.6248e-07   -3.674e-03     
696          695.0    -2.0020e-01   -1.5726e-07    5.498e-02     
697          696.0    -2.0020e-01   -1.5763e-07    6.728e-02     
698          697.0    -2.0020e-01   -1.4541e-07    2.395e-02     
699          698.0    -2.0020e-01   -1.5291e-07    2.468e-02     
700          699.0    -2.0020e-01   -1.5507e-07    3.819e-02     
701          700.0    -2.0020e-01   -1.5187e-07    7.056e-02     
702          701.0    -2.0020e-01   -1.4363e-07    7.689e-02     
703          702.0    -2.0020e-01   -1.5481e-07    8.200e-02     
704          703.0    -2.0020e-01   -1.5020e-07    7.494e-02     
705          704.0    -2.0020e-01   -1.6060e-07    8.504e-02     
706          705.0    -2.0020e-01   -1.5513e-07    7.726e-02     
707          706.0    -2.0020e-01   -1.4895e-07    3.746e-02     
708          707.0    -2.0020e-01   -1.5372e-07    7.969e-02     
709          708.0    -2.0020e-01   -1.4381e-07    7.360e-02     
710          709.0    -2.0020e-01   -1.5346e-07    6.387e-02     
711          710.0    -2.0020e-01   -1.5626e-07    8.322e-02     
712          711.0    -2.0020e-01   -1.4445e-07    2.590e-02     
713          712.0    -2.0020e-01   -1.4513e-07    4.038e-02     
714          713.0    -2.0020e-01   -1.3410e-07    7.701e-02     
715          714.0    -2.0020e-01   -1.4601e-07    4.561e-02     
716          715.0    -2.0020e-01   -1.3931e-07    5.377e-02     
717          716.0    -2.0020e-01   -1.7082e-07    2.346e-02     
718          717.0    -2.0020e-01   -1.7043e-07    2.785e-02     
719          718.0    -2.0020e-01   -1.6570e-07    2.699e-02     
720          719.0    -2.0020e-01   -1.5146e-07    4.245e-02     
721          720.0    -2.0020e-01   -1.5271e-07    4.245e-02     

